dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
25/5-3 SKIRNE,Total E&P Norge AS,Producing,GAS/CONDENSATE,25/5-3,North sea,SKIRNE,05.07.2002,1990,,PRODUCTION LICENSE,102,44270,2138816,1488,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44270,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2138816
6608/10-12 SKULD,Statoil Petroleum AS,Producing,OIL,6608/10-12,Norwegian sea,SKULD,20.01.2012,2008,,PRODUCTION LICENSE,128,5818165,21350124,5949,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5818165,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21350124
15/6-3 SLEIPNER VEST,Statoil Petroleum AS,Producing,GAS,15/6-3,North sea,SLEIPNER VEST,14.12.1992,1974,,BUSINESS ARRANGEMENT AREA,SLEIPNER VEST UNIT,43910,43457,318,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43910,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43457
15/9-9 SLEIPNER ØST,Statoil Petroleum AS,Producing,GAS/CONDENSATE,15/9-9,North sea,SLEIPNER ØST,15.12.1986,1981,,BUSINESS ARRANGEMENT AREA,SLEIPNER ØST UNIT,43946,43478,328,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43946,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43478
34/4-1 SNORRE,Statoil Petroleum AS,Producing,OIL,34/4-1,North sea,SNORRE,27.05.1988,1979,,BUSINESS ARRANGEMENT AREA,SNORRE UNIT,44654,43718,422,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44654,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43718
7121/4-1 SNØHVIT,Statoil Petroleum AS,Producing,OIL/GAS,7121/4-1,Barents sea,SNØHVIT,07.03.2002,1984,,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,45038,2053062,135,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45038,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2053062
33/12-1 STATFJORD,Statoil Petroleum AS,Producing,OIL,33/12-1,North sea,STATFJORD,16.06.1976,1974,,BUSINESS ARRANGEMENT AREA,STATFJORD UNIT,44558,43658,417,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44558,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43658
33/9-8 STATFJORD NORD,Statoil Petroleum AS,Producing,OIL,33/9-8,North sea,STATFJORD NORD,11.12.1990,1977,,PRODUCTION LICENSE,037,44588,43679,413,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44588,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43679
33/9-7 STATFJORD ØST,Statoil Petroleum AS,Producing,OIL,33/9-7,North sea,STATFJORD ØST,11.12.1990,1976,,BUSINESS ARRANGEMENT AREA,STATFJORD ØST UNIT,44582,43672,412,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44582,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43672
25/11-16 SVALIN,Statoil Petroleum AS,Producing,OIL,25/11-16,North sea,SVALIN,23.11.2012,1992,,PRODUCTION LICENSE,169,44222,22507971,1920,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44222,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=22507971
33/9-19 S SYGNA,Statoil Petroleum AS,Producing,OIL,33/9-19 S,North sea,SYGNA,30.04.1999,1996,,BUSINESS ARRANGEMENT AREA,SYGNA UNIT,44564,104718,2830,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44564,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=104718
1/3-3 TAMBAR,Aker BP ASA,Producing,OIL,1/3-3,North sea,TAMBAR,10.04.2000,1983,,PRODUCTION LICENSE,065,43826,1028599,87,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43826,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1028599
1/3-K-5 TAMBAR ØST,Aker BP ASA,Producing,OIL,1/3-K-5,North sea,TAMBAR ØST,28.06.2007,2007,,BUSINESS ARRANGEMENT AREA,TAMBAR ØST UNIT,4999519,4999528,5485,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4999519,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4999528
1/9-4 TOMMELITEN GAMMA,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,1/9-4,North sea,TOMMELITEN GAMMA,12.06.1986,1978,,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,43856,43444,247,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43856,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43444
2/5-1 TOR,ConocoPhillips Skandinavia AS,Shut down,OIL,2/5-1,North sea,TOR,04.05.1973,1970,,BUSINESS ARRANGEMENT AREA,TOR UNIT,44084,43520,178,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44084,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43520
34/7-12 TORDIS,Statoil Petroleum AS,Producing,OIL,34/7-12,North sea,TORDIS,14.05.1991,1987,,PRODUCTION LICENSE,089,44666,43725,1187,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44666,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43725
6406/3-2 (Trestakk),Statoil Petroleum AS,Approved for production,OIL,6406/3-2,Norwegian sea,TRESTAKK,30.03.2017,1986,,PRODUCTION LICENSE,091,44846,29396445,863,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44846,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29396445
31/2-1 TROLL VEST,Statoil Petroleum AS,Producing,OIL/GAS,31/2-1,North sea,TROLL,18.05.1992,1979,,BUSINESS ARRANGEMENT AREA,TROLL UNIT,44534,46437,398,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44534,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=46437
31/2-N-11 H,Statoil Petroleum AS,Approved for production,OIL,31/2-N-11 H,North sea,TROLL BRENT B,06.04.2017,2005,,PRODUCTION LICENSE,054,3465918,29398828,5102,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3465918,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29398828
3/7-4 TRYM,Faroe Petroleum Norge AS,Producing,GAS/CONDENSATE,3/7-4,North sea,TRYM,26.03.2010,1990,,PRODUCTION LICENSE,147,44354,18081500,1467,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44354,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18081500
30/8-1 S TUNE,Statoil Petroleum AS,Producing,GAS/CONDENSATE,30/8-1 S,North sea,TUNE,17.12.1999,1995,,PRODUCTION LICENSE,190,44456,853376,2430,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44456,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=853376
6407/1-2 TYRIHANS SØR,Statoil Petroleum AS,Producing,GAS/CONDENSATE,6407/1-2,Norwegian sea,TYRIHANS,16.02.2006,1983,,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,44852,3960848,61,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44852,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3960848
7/12-2 ULA,Aker BP ASA,Producing,OIL,7/12-2,North sea,ULA,30.05.1980,1976,,PRODUCTION LICENSE,019,44972,43800,295,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44972,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43800
6608/10-6 SVALE,Statoil Petroleum AS,Producing,OIL,6608/10-6,Norwegian sea,URD,02.07.2004,2000,,PRODUCTION LICENSE,128,1030536,2834734,3260,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1030536,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2834734
15/8-1 UTGARD,Statoil Petroleum AS,Approved for production,GAS,15/8-1,North sea,UTGARD,17.01.2017,1982,,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,43916,28975098,321,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43916,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=28975098
25/4-6 S VALE,Centrica Resources (Norge) AS,Producing,GAS/CONDENSATE,25/4-6 S,North sea,VALE,23.03.2001,1991,,PRODUCTION LICENSE,036,44258,1578893,1703,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44258,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578893
34/10-23 VALEMON,Statoil Petroleum AS,Producing,GAS/CONDENSATE,34/10-23,North sea,VALEMON,09.06.2011,1985,,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,44618,20460969,476,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44618,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460969
2/8-6 VALHALL,Aker BP ASA,Producing,OIL,2/8-6,North sea,VALHALL,02.06.1977,1975,,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,44162,43548,276,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44162,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43548
15/12-4 VARG,Repsol Norge AS,Shut down,OIL,15/12-4,North sea,VARG,03.05.1996,1984,,PRODUCTION LICENSE,038,43868,43451,438,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43868,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43451
35/8-1 VEGA,Wintershall Norge AS,Producing,GAS/CONDENSATE,35/8-1,North sea,VEGA,14.06.2007,1981,,BUSINESS ARRANGEMENT AREA,VEGA UNIT,44774,4467595,205,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44774,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467595
30/3-2  VESLEFRIKK,Statoil Petroleum AS,Producing,OIL,30/3-2 R,North sea,VESLEFRIKK,02.06.1987,1981,,PRODUCTION LICENSE,052,44378,43618,508,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44378,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43618
2/4-6 VEST EKOFISK,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,2/4-6,North sea,VEST EKOFISK,04.05.1973,1970,,PRODUCTION LICENSE,018,44078,43513,181,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44078,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43513
34/7-8 VIGDIS,Statoil Petroleum AS,Producing,OIL,34/7-8,North sea,VIGDIS,16.12.1994,1986,,PRODUCTION LICENSE,089,44714,43732,878,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44714,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43732
25/4-9 S VILJE,Aker BP ASA,Producing,OIL,25/4-9 S,North sea,VILJE,18.03.2005,2003,,PRODUCTION LICENSE,036 D,2472606,3392471,4278,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472606,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3392471
34/8-1 VISUND,Statoil Petroleum AS,Producing,OIL/GAS,34/8-1,North sea,VISUND,29.03.1996,1986,,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,44720,43745,854,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44720,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43745
34/8-14 S VISUND SØR,Statoil Petroleum AS,Producing,OIL/GAS,34/8-14 S,North sea,VISUND SØR,09.06.2011,2008,,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,5081135,20461008,5943,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5081135,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20461008
24/9-5 VOLUND,Aker BP ASA,Producing,OIL,24/9-5,North sea,VOLUND,18.01.2007,1994,,PRODUCTION LICENSE,150,44186,4380167,2244,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44186,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4380167
15/9-19 S VOLVE,Statoil Petroleum AS,Shut down,OIL,15/9-19 SR,North sea,VOLVE,22.04.2005,1993,,PRODUCTION LICENSE,046 BS,43934,3420717,2105,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43934,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3420717
9/2-1 YME,Repsol Norge AS,Shut down,OIL,9/2-1,North sea,YME,06.01.1995,1987,,PRODUCTION LICENSE,316,45098,43807,1038,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45098,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43807
6507/11-8,Statoil Petroleum AS,Shut down,GAS,6507/11-8,Norwegian sea,YTTERGRYTA,21.05.2008,2007,,PRODUCTION LICENSE,062,4475288,4973114,5562,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4475288,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4973114
6507/11-1 MIDGARD,Statoil Petroleum AS,Producing,OIL/GAS,6507/11-1,Norwegian sea,ÅSGARD,14.06.1996,1981,,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,44912,43765,68,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44912,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43765
25/2-1 ØST FRIGG,Aker BP ASA,Shut down,GAS,25/2-1,North sea,ØST FRIGG,14.12.1984,1973,,PRODUCTION LICENSE,873,44234,43576,353,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44234,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43576
